id,date,location,sector,classification,count,capacity,occupancy_rate
10863,2024-03-21,Toronto,Mixed Adult,Emergency,49,49,100
10864,2024-03-21,Toronto,Youth,Emergency,45,45,100
10865,2024-03-21,Toronto,Youth,Emergency,23,23,100
10866,2024-03-21,Toronto,Mixed Adult,Emergency,30,30,100
10867,2024-03-21,Toronto,Men,Emergency,54,54,100
10868,2024-03-21,Toronto,Men,Transitional,17,17,100
10869,2024-03-21,Toronto,Youth,Emergency,10,12,83.33
10870,2024-03-21,Toronto,Youth,Emergency,14,15,93.33
10871,2024-03-21,Toronto,Women,Emergency,16,16,100
10872,2024-03-21,Toronto,Women,Transitional,24,24,100
10873,2024-03-21,Toronto,Women,Emergency,41,41,100
10874,2024-03-21,Toronto,Women,Emergency,44,44,100
10875,2024-03-21,Toronto,Women,Transitional,30,30,100
10876,2024-03-21,Toronto,Mixed Adult,Emergency,72,72,100
10878,2024-03-21,Toronto,Women,Emergency,30,30,100
10881,2024-03-21,Toronto,Mixed Adult,Emergency,94,94,100
10883,2024-03-21,Toronto,Women,Emergency,86,86,100
10885,2024-03-21,Toronto,Men,Emergency,78,78,100
10887,2024-03-21,Toronto,Men,Emergency,264,264,100
10889,2024-03-21,Toronto,Men,Emergency,52,52,100
10890,2024-03-21,Toronto,Men,Emergency,46,46,100
10891,2024-03-21,Toronto,Women,Emergency,37,37,100
10892,2024-03-21,Toronto,Men,Emergency,71,71,100
10893,2024-03-21,Toronto,Men,Emergency,50,50,100
10895,2024-03-21,Toronto,Mixed Adult,Emergency,6,6,100
10896,2024-03-21,Toronto,Youth,Emergency,35,35,100
10897,2024-03-21,Toronto,Mixed Adult,Emergency,32,32,100
10900,2024-03-21,Toronto,Youth,Emergency,40,40,100
10901,2024-03-21,Toronto,Youth,Transitional,25,25,100
10902,2024-03-21,Toronto,Women,Emergency,31,31,100
10903,2024-03-21,Toronto,Youth,Emergency,31,31,100
10904,2024-03-21,Toronto,Women,Emergency,28,28,100
10905,2024-03-21,Toronto,Youth,Emergency,27,27,100
10906,2024-03-21,Etobicoke,Youth,Emergency,33,33,100
10907,2024-03-21,Etobicoke,Youth,Transitional,19,20,95
10908,2024-03-21,Scarborough,Youth,Emergency,10,10,100
10909,2024-03-21,Scarborough,Youth,Transitional,36,41,87.8
10912,2024-03-22,Toronto,Mixed Adult,Emergency,8,8,100
10913,2024-03-22,Toronto,Mixed Adult,Emergency,8,8,100
10919,2024-03-22,Toronto,Men,Emergency,42,42,100
10920,2024-03-22,Toronto,Men,Emergency,30,30,100
10921,2024-03-22,Toronto,Mixed Adult,Emergency,23,23,100
10924,2024-03-22,Toronto,Mixed Adult,Emergency,47,48,97.92
10925,2024-03-22,Toronto,Men,Transitional,16,18,88.89
10930,2024-03-22,Toronto,Men,Transitional,68,68,100
10931,2024-03-22,Toronto,Men,Transitional,48,48,100
10932,2024-03-22,Toronto,Men,Emergency,101,101,100
10936,2024-03-22,Toronto,Mixed Adult,Transitional,93,93,100
10937,2024-03-22,Toronto,Men,Emergency,62,62,100
10938,2024-03-22,Toronto,Men,Emergency,68,68,100
10939,2024-03-22,Toronto,Men,Emergency,122,122,100
10940,2024-03-22,Toronto,Men,Transitional,34,36,94.44
10941,2024-03-22,Toronto,Men,Emergency,17,17,100
10942,2024-03-22,Toronto,Men,Emergency,53,53,100
10943,2024-03-22,Toronto,Men,Emergency,107,107,100
10944,2024-03-22,Toronto,Mixed Adult,Transitional,34,35,97.14
10951,2024-03-22,Toronto,Women,Emergency,88,88,100
10952,2024-03-22,Toronto,Men,Emergency,28,28,100
10953,2024-03-22,Toronto,Youth,Transitional,2,2,100
10954,2024-03-22,Toronto,Youth,Emergency,94,94,100
10955,2024-03-22,Toronto,Youth,Emergency,30,30,100
10956,2024-03-22,Toronto,Youth,Transitional,28,28,100
10957,2024-03-22,Toronto,Mixed Adult,Emergency,78,78,100
10958,2024-03-22,Scarborough,Mixed Adult,Emergency,49,49,100
10960,2024-03-22,Toronto,Mixed Adult,Emergency,62,62,100
10961,2024-03-22,Toronto,Mixed Adult,Emergency,8,8,100
10962,2024-03-22,Toronto,Men,Emergency,1,1,100
10963,2024-03-22,Toronto,Men,Emergency,30,30,100
10964,2024-03-22,Toronto,Mixed Adult,Emergency,46,46,100
10965,2024-03-22,Toronto,Youth,Transitional,49,50,98
10966,2024-03-22,Toronto,Youth,Emergency,40,40,100
10968,2024-03-22,Toronto,Mixed Adult,Transitional,5,5,100
10969,2024-03-22,Toronto,Mixed Adult,Transitional,9,9,100
10970,2024-03-22,Toronto,Women,Transitional,37,37,100
10971,2024-03-22,Toronto,Women,Transitional,24,26,92.31
10972,2024-03-22,Toronto,Women,Emergency,52,52,100
10973,2024-03-22,Toronto,Women,Emergency,36,36,100
10974,2024-03-22,Toronto,Mixed Adult,Emergency,70,70,100
10976,2024-03-22,Toronto,Mixed Adult,Emergency,70,70,100
10977,2024-03-22,Toronto,Mixed Adult,Emergency,58,60,96.67
10978,2024-03-22,Toronto,Mixed Adult,Emergency,45,45,100
10981,2024-03-22,Toronto,Men,Transitional,25,25,100
10982,2024-03-22,Toronto,Men,Emergency,35,35,100
10983,2024-03-22,Toronto,Men,Transitional,5,5,100
10984,2024-03-22,Toronto,Men,Emergency,21,21,100
10986,2024-03-22,Toronto,Women,Emergency,61,61,100
10987,2024-03-22,Toronto,Mixed Adult,Emergency,111,111,100
10988,2024-03-22,Toronto,Men,Emergency,34,34,100
10989,2024-03-22,Toronto,Women,Emergency,64,64,100
10990,2024-03-22,Toronto,Men,Emergency,73,74,98.65
10991,2024-03-22,Scarborough,Mixed Adult,Emergency,87,88,98.86
10992,2024-03-22,North York,Men,Emergency,278,278,100
10993,2024-03-22,North York,Women,Emergency,132,132,100
10994,2024-03-22,North York,Men,Emergency,4,4,100
10995,2024-03-22,North York,Women,Emergency,4,4,100
10997,2024-03-22,Toronto,Mixed Adult,Emergency,38,38,100
11000,2024-03-22,Toronto,Mixed Adult,Emergency,86,86,100
11001,2024-03-22,Toronto,Mixed Adult,Emergency,49,49,100
11002,2024-03-22,Toronto,Youth,Emergency,45,45,100
11003,2024-03-22,Toronto,Youth,Emergency,23,23,100
11004,2024-03-22,Toronto,Mixed Adult,Emergency,30,30,100
11005,2024-03-22,Toronto,Men,Emergency,54,54,100
11006,2024-03-22,Toronto,Men,Transitional,17,17,100
11007,2024-03-22,Toronto,Youth,Emergency,10,12,83.33
11008,2024-03-22,Toronto,Youth,Emergency,14,15,93.33
11009,2024-03-22,Toronto,Women,Emergency,16,16,100
11010,2024-03-22,Toronto,Women,Transitional,24,24,100
11011,2024-03-22,Toronto,Women,Emergency,41,41,100
11012,2024-03-22,Toronto,Women,Emergency,44,44,100
11013,2024-03-22,Toronto,Women,Transitional,30,30,100
11014,2024-03-22,Toronto,Mixed Adult,Emergency,72,72,100
11016,2024-03-22,Toronto,Women,Emergency,30,30,100
11019,2024-03-22,Toronto,Mixed Adult,Emergency,94,94,100
11021,2024-03-22,Toronto,Women,Emergency,86,86,100
11023,2024-03-22,Toronto,Men,Emergency,78,78,100
11025,2024-03-22,Toronto,Men,Emergency,264,264,100
11027,2024-03-22,Toronto,Men,Emergency,52,52,100
11028,2024-03-22,Toronto,Men,Emergency,46,46,100
11029,2024-03-22,Toronto,Women,Emergency,37,37,100
11030,2024-03-22,Toronto,Men,Emergency,71,71,100
11031,2024-03-22,Toronto,Men,Emergency,50,50,100
11033,2024-03-22,Toronto,Mixed Adult,Emergency,6,6,100
11034,2024-03-22,Toronto,Youth,Emergency,35,35,100
11035,2024-03-22,Toronto,Mixed Adult,Emergency,32,32,100
11038,2024-03-22,Toronto,Youth,Emergency,40,40,100
11039,2024-03-22,Toronto,Youth,Transitional,25,25,100
11040,2024-03-22,Toronto,Women,Emergency,31,31,100
11041,2024-03-22,Toronto,Youth,Emergency,31,31,100
11042,2024-03-22,Toronto,Women,Emergency,28,28,100
11043,2024-03-22,Toronto,Youth,Emergency,27,27,100
11044,2024-03-22,Etobicoke,Youth,Emergency,33,33,100
11045,2024-03-22,Etobicoke,Youth,Transitional,19,20,95
11046,2024-03-22,Scarborough,Youth,Emergency,10,10,100
11047,2024-03-22,Scarborough,Youth,Transitional,36,41,87.8
11050,2024-03-23,Toronto,Mixed Adult,Emergency,8,8,100
11051,2024-03-23,Toronto,Mixed Adult,Emergency,8,8,100
11057,2024-03-23,Toronto,Men,Emergency,42,42,100
11058,2024-03-23,Toronto,Men,Emergency,30,30,100
11059,2024-03-23,Toronto,Mixed Adult,Emergency,23,23,100
11062,2024-03-23,Toronto,Mixed Adult,Emergency,48,48,100
11063,2024-03-23,Toronto,Men,Transitional,16,18,88.89
11068,2024-03-23,Toronto,Men,Transitional,68,68,100
11069,2024-03-23,Toronto,Men,Transitional,48,48,100
11070,2024-03-23,Toronto,Men,Emergency,101,101,100
11074,2024-03-23,Toronto,Mixed Adult,Transitional,93,93,100
11075,2024-03-23,Toronto,Men,Emergency,62,62,100
11076,2024-03-23,Toronto,Men,Emergency,68,68,100
11077,2024-03-23,Toronto,Men,Emergency,122,122,100
11078,2024-03-23,Toronto,Men,Transitional,34,36,94.44
11079,2024-03-23,Toronto,Men,Emergency,17,17,100
11080,2024-03-23,Toronto,Men,Emergency,53,53,100
11081,2024-03-23,Toronto,Men,Emergency,107,107,100
11082,2024-03-23,Toronto,Mixed Adult,Transitional,34,35,97.14
11089,2024-03-23,Toronto,Women,Emergency,88,88,100
11090,2024-03-23,Toronto,Men,Emergency,28,28,100
11091,2024-03-23,Toronto,Youth,Transitional,2,2,100
11092,2024-03-23,Toronto,Youth,Emergency,94,94,100
11093,2024-03-23,Toronto,Youth,Emergency,30,30,100
11094,2024-03-23,Toronto,Youth,Transitional,28,28,100
11095,2024-03-23,Toronto,Mixed Adult,Emergency,78,78,100
11096,2024-03-23,Scarborough,Mixed Adult,Emergency,49,49,100
11098,2024-03-23,Toronto,Mixed Adult,Emergency,62,62,100
11099,2024-03-23,Toronto,Mixed Adult,Emergency,7,7,100
11100,2024-03-23,Toronto,Men,Emergency,1,1,100
11101,2024-03-23,Toronto,Men,Emergency,30,30,100
11102,2024-03-23,Toronto,Mixed Adult,Emergency,45,46,97.83
11103,2024-03-23,Toronto,Youth,Transitional,49,50,98
11104,2024-03-23,Toronto,Youth,Emergency,40,40,100
11106,2024-03-23,Toronto,Mixed Adult,Transitional,5,5,100
11107,2024-03-23,Toronto,Mixed Adult,Transitional,9,9,100
11108,2024-03-23,Toronto,Women,Transitional,37,37,100
11109,2024-03-23,Toronto,Women,Transitional,24,26,92.31
11110,2024-03-23,Toronto,Women,Emergency,52,52,100
11111,2024-03-23,Toronto,Women,Emergency,36,36,100
11112,2024-03-23,Toronto,Mixed Adult,Emergency,70,70,100
11114,2024-03-23,Toronto,Mixed Adult,Emergency,70,70,100
11115,2024-03-23,Toronto,Mixed Adult,Emergency,60,60,100
11116,2024-03-23,Toronto,Mixed Adult,Emergency,45,45,100
11119,2024-03-23,Toronto,Men,Transitional,25,25,100
11120,2024-03-23,Toronto,Men,Emergency,35,35,100
11121,2024-03-23,Toronto,Men,Transitional,5,5,100
11122,2024-03-23,Toronto,Men,Emergency,21,21,100
11124,2024-03-23,Toronto,Women,Emergency,61,61,100
11125,2024-03-23,Toronto,Mixed Adult,Emergency,110,110,100
11126,2024-03-23,Toronto,Men,Emergency,34,34,100
11127,2024-03-23,Toronto,Women,Emergency,64,64,100
11128,2024-03-23,Toronto,Men,Emergency,74,74,100
11129,2024-03-23,Scarborough,Mixed Adult,Emergency,88,88,100
11130,2024-03-23,North York,Men,Emergency,278,278,100
11131,2024-03-23,North York,Women,Emergency,132,132,100
11132,2024-03-23,North York,Men,Emergency,6,6,100
11133,2024-03-23,North York,Women,Emergency,4,4,100
11135,2024-03-23,Toronto,Mixed Adult,Emergency,38,38,100
11138,2024-03-23,Toronto,Mixed Adult,Emergency,86,86,100
11139,2024-03-23,Toronto,Mixed Adult,Emergency,49,49,100
11140,2024-03-23,Toronto,Youth,Emergency,45,45,100
11141,2024-03-23,Toronto,Youth,Emergency,23,23,100
11142,2024-03-23,Toronto,Mixed Adult,Emergency,30,30,100
11143,2024-03-23,Toronto,Men,Emergency,54,54,100
11144,2024-03-23,Toronto,Men,Transitional,17,17,100
11145,2024-03-23,Toronto,Youth,Emergency,10,12,83.33
11146,2024-03-23,Toronto,Youth,Emergency,14,15,93.33
11147,2024-03-23,Toronto,Women,Emergency,16,16,100
11148,2024-03-23,Toronto,Women,Transitional,24,24,100
11149,2024-03-23,Toronto,Women,Emergency,41,41,100
11150,2024-03-23,Toronto,Women,Emergency,44,44,100
11151,2024-03-23,Toronto,Women,Transitional,30,30,100
11152,2024-03-23,Toronto,Mixed Adult,Emergency,72,72,100
11154,2024-03-23,Toronto,Women,Emergency,30,30,100
11157,2024-03-23,Toronto,Mixed Adult,Emergency,94,94,100
11159,2024-03-23,Toronto,Women,Emergency,86,86,100
11161,2024-03-23,Toronto,Men,Emergency,78,78,100
11163,2024-03-23,Toronto,Men,Emergency,263,264,99.62
11165,2024-03-23,Toronto,Men,Emergency,52,52,100
11166,2024-03-23,Toronto,Men,Emergency,46,46,100
11167,2024-03-23,Toronto,Women,Emergency,37,37,100
11168,2024-03-23,Toronto,Men,Emergency,71,71,100
11169,2024-03-23,Toronto,Men,Emergency,50,50,100
11171,2024-03-23,Toronto,Mixed Adult,Emergency,6,6,100
11172,2024-03-23,Toronto,Youth,Emergency,35,35,100
11173,2024-03-23,Toronto,Mixed Adult,Emergency,32,32,100
11176,2024-03-23,Toronto,Youth,Emergency,40,40,100
11177,2024-03-23,Toronto,Youth,Transitional,25,25,100
11178,2024-03-23,Toronto,Women,Emergency,31,31,100
11179,2024-03-23,Toronto,Youth,Emergency,31,31,100
11180,2024-03-23,Toronto,Women,Emergency,28,28,100
11181,2024-03-23,Toronto,Youth,Emergency,27,27,100
11182,2024-03-23,Etobicoke,Youth,Emergency,33,33,100
11183,2024-03-23,Etobicoke,Youth,Transitional,19,20,95
11184,2024-03-23,Scarborough,Youth,Emergency,10,10,100
11185,2024-03-23,Scarborough,Youth,Transitional,36,41,87.8
11188,2024-03-24,Toronto,Mixed Adult,Emergency,8,8,100
11189,2024-03-24,Toronto,Mixed Adult,Emergency,8,8,100
11194,2024-03-24,Toronto,Men,Emergency,42,42,100
11195,2024-03-24,Toronto,Men,Emergency,30,30,100
11196,2024-03-24,Toronto,Mixed Adult,Emergency,23,23,100
11199,2024-03-24,Toronto,Mixed Adult,Emergency,47,48,97.92
11200,2024-03-24,Toronto,Men,Transitional,16,18,88.89
11205,2024-03-24,Toronto,Men,Transitional,68,68,100
11206,2024-03-24,Toronto,Men,Transitional,48,48,100
11207,2024-03-24,Toronto,Men,Emergency,101,101,100
11211,2024-03-24,Toronto,Mixed Adult,Transitional,93,93,100
11212,2024-03-24,Toronto,Men,Emergency,62,62,100
11213,2024-03-24,Toronto,Men,Emergency,68,68,100
11214,2024-03-24,Toronto,Men,Emergency,121,121,100
11215,2024-03-24,Toronto,Men,Transitional,34,36,94.44
11216,2024-03-24,Toronto,Men,Emergency,17,17,100
11217,2024-03-24,Toronto,Men,Emergency,53,53,100
11218,2024-03-24,Toronto,Men,Emergency,107,107,100
11219,2024-03-24,Toronto,Mixed Adult,Transitional,34,35,97.14
11226,2024-03-24,Toronto,Women,Emergency,88,88,100
11227,2024-03-24,Toronto,Men,Emergency,28,28,100
11228,2024-03-24,Toronto,Youth,Transitional,2,2,100
11229,2024-03-24,Toronto,Youth,Emergency,94,94,100
11230,2024-03-24,Toronto,Youth,Emergency,30,30,100
11231,2024-03-24,Toronto,Youth,Transitional,28,28,100
11232,2024-03-24,Toronto,Mixed Adult,Emergency,78,78,100
11233,2024-03-24,Scarborough,Mixed Adult,Emergency,50,50,100
11235,2024-03-24,Toronto,Mixed Adult,Emergency,62,62,100
11236,2024-03-24,Toronto,Mixed Adult,Emergency,7,7,100
11237,2024-03-24,Toronto,Men,Emergency,1,1,100
11238,2024-03-24,Toronto,Men,Emergency,30,30,100
11239,2024-03-24,Toronto,Mixed Adult,Emergency,42,42,100
11240,2024-03-24,Toronto,Youth,Transitional,49,50,98
11241,2024-03-24,Toronto,Youth,Emergency,40,40,100
11243,2024-03-24,Toronto,Mixed Adult,Transitional,5,5,100
11244,2024-03-24,Toronto,Mixed Adult,Transitional,9,9,100
11245,2024-03-24,Toronto,Women,Transitional,37,37,100
11246,2024-03-24,Toronto,Women,Transitional,24,26,92.31
11247,2024-03-24,Toronto,Women,Emergency,52,52,100
11248,2024-03-24,Toronto,Women,Emergency,36,36,100
11249,2024-03-24,Toronto,Mixed Adult,Emergency,70,70,100
11251,2024-03-24,Toronto,Mixed Adult,Emergency,70,70,100
11252,2024-03-24,Toronto,Mixed Adult,Emergency,60,60,100
11253,2024-03-24,Toronto,Mixed Adult,Emergency,39,39,100
11256,2024-03-24,Toronto,Men,Transitional,24,25,96
11257,2024-03-24,Toronto,Men,Emergency,35,35,100
11258,2024-03-24,Toronto,Men,Transitional,5,5,100
11259,2024-03-24,Toronto,Men,Emergency,20,20,100
11261,2024-03-24,Toronto,Women,Emergency,61,61,100
11262,2024-03-24,Toronto,Mixed Adult,Emergency,111,111,100
11263,2024-03-24,Toronto,Men,Emergency,34,34,100
11264,2024-03-24,Toronto,Women,Emergency,64,64,100
11265,2024-03-24,Toronto,Men,Emergency,74,74,100
11266,2024-03-24,Scarborough,Mixed Adult,Emergency,88,88,100
11267,2024-03-24,North York,Men,Emergency,278,278,100
11268,2024-03-24,North York,Women,Emergency,132,132,100
11269,2024-03-24,North York,Men,Emergency,6,6,100
11270,2024-03-24,North York,Women,Emergency,4,4,100
11272,2024-03-24,Toronto,Mixed Adult,Emergency,38,38,100
11275,2024-03-24,Toronto,Mixed Adult,Emergency,86,86,100
11276,2024-03-24,Toronto,Mixed Adult,Emergency,49,49,100
11277,2024-03-24,Toronto,Youth,Emergency,45,45,100
11278,2024-03-24,Toronto,Youth,Emergency,23,23,100
11279,2024-03-24,Toronto,Mixed Adult,Emergency,30,30,100
11280,2024-03-24,Toronto,Men,Emergency,54,54,100
11281,2024-03-24,Toronto,Men,Transitional,17,17,100
11282,2024-03-24,Toronto,Youth,Emergency,10,12,83.33
11283,2024-03-24,Toronto,Youth,Emergency,14,15,93.33
11284,2024-03-24,Toronto,Women,Emergency,16,16,100
11285,2024-03-24,Toronto,Women,Transitional,24,24,100
11286,2024-03-24,Toronto,Women,Emergency,41,41,100
11287,2024-03-24,Toronto,Women,Emergency,44,44,100
11288,2024-03-24,Toronto,Women,Transitional,30,30,100
11289,2024-03-24,Toronto,Mixed Adult,Emergency,72,72,100
11291,2024-03-24,Toronto,Women,Emergency,30,30,100
11294,2024-03-24,Toronto,Mixed Adult,Emergency,94,94,100
11296,2024-03-24,Toronto,Women,Emergency,86,86,100
11298,2024-03-24,Toronto,Men,Emergency,78,78,100
11300,2024-03-24,Toronto,Men,Emergency,263,264,99.62
11302,2024-03-24,Toronto,Men,Emergency,52,52,100
11303,2024-03-24,Toronto,Men,Emergency,46,46,100
11304,2024-03-24,Toronto,Women,Emergency,37,37,100
11305,2024-03-24,Toronto,Men,Emergency,71,71,100
11306,2024-03-24,Toronto,Men,Emergency,50,50,100
11308,2024-03-24,Toronto,Mixed Adult,Emergency,6,6,100
11309,2024-03-24,Toronto,Youth,Emergency,35,35,100
11310,2024-03-24,Toronto,Mixed Adult,Emergency,32,32,100
11313,2024-03-24,Toronto,Youth,Emergency,40,40,100
11314,2024-03-24,Toronto,Youth,Transitional,25,25,100
11315,2024-03-24,Toronto,Women,Emergency,31,31,100
11316,2024-03-24,Toronto,Youth,Emergency,31,31,100
11317,2024-03-24,Toronto,Women,Emergency,28,28,100
11318,2024-03-24,Toronto,Youth,Emergency,27,27,100
11319,2024-03-24,Etobicoke,Youth,Emergency,33,33,100
11320,2024-03-24,Etobicoke,Youth,Transitional,19,20,95
11321,2024-03-24,Scarborough,Youth,Emergency,10,10,100
11322,2024-03-24,Scarborough,Youth,Transitional,36,41,87.8
11325,2024-03-25,Toronto,Mixed Adult,Emergency,8,8,100
11326,2024-03-25,Toronto,Mixed Adult,Emergency,8,8,100
11331,2024-03-25,Toronto,Men,Emergency,42,42,100
11332,2024-03-25,Toronto,Men,Emergency,30,30,100
11333,2024-03-25,Toronto,Mixed Adult,Emergency,21,21,100
11336,2024-03-25,Toronto,Mixed Adult,Emergency,47,48,97.92
11337,2024-03-25,Toronto,Men,Transitional,16,18,88.89
11342,2024-03-25,Toronto,Men,Transitional,68,68,100
11343,2024-03-25,Toronto,Men,Transitional,48,48,100
11344,2024-03-25,Toronto,Men,Emergency,101,101,100
11348,2024-03-25,Toronto,Mixed Adult,Transitional,93,93,100
11349,2024-03-25,Toronto,Men,Emergency,62,62,100
11350,2024-03-25,Toronto,Men,Emergency,68,68,100
11351,2024-03-25,Toronto,Men,Emergency,120,120,100
11352,2024-03-25,Toronto,Men,Transitional,33,36,91.67
11353,2024-03-25,Toronto,Men,Emergency,17,17,100
11354,2024-03-25,Toronto,Men,Emergency,53,53,100
11355,2024-03-25,Toronto,Men,Emergency,107,107,100
11356,2024-03-25,Toronto,Mixed Adult,Transitional,34,35,97.14
11363,2024-03-25,Toronto,Women,Emergency,88,88,100
11364,2024-03-25,Toronto,Men,Emergency,28,28,100
11365,2024-03-25,Toronto,Youth,Transitional,2,2,100
11366,2024-03-25,Toronto,Youth,Emergency,94,94,100
11367,2024-03-25,Toronto,Youth,Emergency,29,30,96.67
11368,2024-03-25,Toronto,Youth,Transitional,28,28,100
11369,2024-03-25,Toronto,Mixed Adult,Emergency,78,78,100
11370,2024-03-25,Scarborough,Mixed Adult,Emergency,50,50,100
11372,2024-03-25,Toronto,Mixed Adult,Emergency,62,62,100
11373,2024-03-25,Toronto,Mixed Adult,Emergency,7,7,100
11374,2024-03-25,Toronto,Men,Emergency,1,1,100
11375,2024-03-25,Toronto,Men,Emergency,30,30,100
11376,2024-03-25,Toronto,Mixed Adult,Emergency,40,40,100
11377,2024-03-25,Toronto,Youth,Transitional,50,50,100
11378,2024-03-25,Toronto,Youth,Emergency,40,40,100
11380,2024-03-25,Toronto,Mixed Adult,Transitional,5,5,100
11381,2024-03-25,Toronto,Mixed Adult,Transitional,9,9,100
11382,2024-03-25,Toronto,Women,Transitional,37,37,100
11383,2024-03-25,Toronto,Women,Transitional,24,26,92.31
11384,2024-03-25,Toronto,Women,Emergency,52,52,100
11385,2024-03-25,Toronto,Women,Emergency,36,36,100
11386,2024-03-25,Toronto,Mixed Adult,Emergency,70,70,100
11388,2024-03-25,Toronto,Mixed Adult,Emergency,70,70,100
11389,2024-03-25,Toronto,Mixed Adult,Emergency,60,60,100
11390,2024-03-25,Toronto,Mixed Adult,Emergency,20,23,86.96
11393,2024-03-25,Toronto,Men,Transitional,25,25,100
11394,2024-03-25,Toronto,Men,Emergency,35,35,100
11395,2024-03-25,Toronto,Men,Transitional,5,5,100
11396,2024-03-25,Toronto,Men,Emergency,19,20,95
11398,2024-03-25,Toronto,Women,Emergency,60,60,100
11399,2024-03-25,Toronto,Mixed Adult,Emergency,110,110,100
11400,2024-03-25,Toronto,Men,Emergency,34,34,100
11401,2024-03-25,Toronto,Women,Emergency,65,65,100
11402,2024-03-25,Toronto,Men,Emergency,74,74,100
11403,2024-03-25,Scarborough,Mixed Adult,Emergency,88,88,100
11404,2024-03-25,North York,Men,Emergency,278,278,100
11405,2024-03-25,North York,Women,Emergency,132,132,100
11406,2024-03-25,North York,Men,Emergency,6,6,100
11407,2024-03-25,North York,Women,Emergency,4,4,100
11409,2024-03-25,Toronto,Mixed Adult,Emergency,38,38,100
11412,2024-03-25,Toronto,Mixed Adult,Emergency,86,86,100
11413,2024-03-25,Toronto,Mixed Adult,Emergency,49,49,100
11414,2024-03-25,Toronto,Youth,Emergency,45,45,100
11415,2024-03-25,Toronto,Youth,Emergency,23,23,100
11416,2024-03-25,Toronto,Mixed Adult,Emergency,30,30,100
11417,2024-03-25,Toronto,Men,Emergency,54,54,100
11418,2024-03-25,Toronto,Men,Transitional,17,17,100
11419,2024-03-25,Toronto,Youth,Emergency,10,12,83.33
11420,2024-03-25,Toronto,Youth,Emergency,14,15,93.33
11421,2024-03-25,Toronto,Women,Emergency,16,16,100
11422,2024-03-25,Toronto,Women,Transitional,24,24,100
11423,2024-03-25,Toronto,Women,Emergency,41,41,100
11424,2024-03-25,Toronto,Women,Emergency,44,44,100
11425,2024-03-25,Toronto,Women,Transitional,30,30,100
11426,2024-03-25,Toronto,Mixed Adult,Emergency,72,72,100
11428,2024-03-25,Toronto,Women,Emergency,30,30,100
11431,2024-03-25,Toronto,Mixed Adult,Emergency,94,94,100
11433,2024-03-25,Toronto,Women,Emergency,86,86,100
11435,2024-03-25,Toronto,Men,Emergency,78,78,100
11437,2024-03-25,Toronto,Men,Emergency,264,264,100
11439,2024-03-25,Toronto,Men,Emergency,52,52,100
11440,2024-03-25,Toronto,Men,Emergency,46,46,100
11441,2024-03-25,Toronto,Women,Emergency,37,37,100
11442,2024-03-25,Toronto,Men,Emergency,71,71,100
11443,2024-03-25,Toronto,Men,Emergency,50,50,100
11445,2024-03-25,Toronto,Mixed Adult,Emergency,6,6,100
11446,2024-03-25,Toronto,Youth,Emergency,35,35,100
11447,2024-03-25,Toronto,Mixed Adult,Emergency,32,32,100
11450,2024-03-25,Toronto,Youth,Emergency,40,40,100
11451,2024-03-25,Toronto,Youth,Transitional,25,25,100
11452,2024-03-25,Toronto,Women,Emergency,31,31,100
11453,2024-03-25,Toronto,Youth,Emergency,30,31,96.77
11454,2024-03-25,Toronto,Women,Emergency,28,28,100
11455,2024-03-25,Toronto,Youth,Emergency,27,27,100
11456,2024-03-25,Etobicoke,Youth,Emergency,33,33,100
11457,2024-03-25,Etobicoke,Youth,Transitional,19,20,95
11458,2024-03-25,Scarborough,Youth,Emergency,10,10,100
11459,2024-03-25,Scarborough,Youth,Transitional,36,41,87.8
11462,2024-03-26,Toronto,Mixed Adult,Emergency,8,8,100
11463,2024-03-26,Toronto,Mixed Adult,Emergency,8,8,100
11468,2024-03-26,Toronto,Men,Emergency,42,42,100
11469,2024-03-26,Toronto,Men,Emergency,30,30,100
11470,2024-03-26,Toronto,Mixed Adult,Emergency,20,20,100
11473,2024-03-26,Toronto,Mixed Adult,Emergency,46,48,95.83
11474,2024-03-26,Toronto,Men,Transitional,16,18,88.89
11479,2024-03-26,Toronto,Men,Transitional,68,68,100
11480,2024-03-26,Toronto,Men,Transitional,48,48,100
11481,2024-03-26,Toronto,Men,Emergency,101,101,100
11485,2024-03-26,Toronto,Mixed Adult,Transitional,93,93,100
11486,2024-03-26,Toronto,Men,Emergency,62,62,100
11487,2024-03-26,Toronto,Men,Emergency,67,68,98.53
11488,2024-03-26,Toronto,Men,Emergency,119,119,100
11489,2024-03-26,Toronto,Men,Transitional,32,36,88.89
11490,2024-03-26,Toronto,Men,Emergency,17,17,100
11491,2024-03-26,Toronto,Men,Emergency,53,53,100
11492,2024-03-26,Toronto,Men,Emergency,107,107,100
11493,2024-03-26,Toronto,Mixed Adult,Transitional,35,35,100
11500,2024-03-26,Toronto,Women,Emergency,88,88,100
11501,2024-03-26,Toronto,Men,Emergency,28,28,100
11502,2024-03-26,Toronto,Youth,Transitional,2,2,100
11503,2024-03-26,Toronto,Youth,Emergency,94,94,100
11504,2024-03-26,Toronto,Youth,Emergency,29,29,100
11505,2024-03-26,Toronto,Youth,Transitional,28,28,100
11506,2024-03-26,Toronto,Mixed Adult,Emergency,78,78,100
11507,2024-03-26,Scarborough,Mixed Adult,Emergency,50,50,100
11509,2024-03-26,Toronto,Mixed Adult,Emergency,62,62,100
